m.label,n.label,omop_concept_id,complementary
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of accessory sinuses,259748,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of accessory sinus, unspecified",4054513,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of glottis,260336,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of supraglottis,4092212,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of subglottis,4177111,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of laryngeal cartilage,4181349,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of larynx,22839,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of larynx, unspecified",26052,
Primary Malignant Neoplasm Disorder Value Set,MALIGNANT NEOPLASM OF TRACHEA,432262,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified main bronchus,257503,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of right main bronchus,257503,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of left main bronchus,257503,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",4092216,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of upper lobe, right bronchus or lung",4092216,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of upper lobe, left bronchus or lung",4092216,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of middle lobe, bronchus or lung",4092217,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",4157454,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of lower lobe, right bronchus or lung",4157454,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of lower lobe, left bronchus or lung",4157454,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,258375,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of right bronchus and lung,258375,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of left bronchus and lung,258375,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified part of unspecified bronchus or lung,4311499,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified part of right bronchus or lung,4311499,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified part of left bronchus or lung,4311499,
Primary Malignant Neoplasm Disorder Value Set,MALIGNANT NEOPLASM OF THYMUS,443380,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of heart,4180796,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of mediastinum, part unspecified",4181484,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of pleura,4180795,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",321234,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of upper respiratory tract, part unspecified",252280,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of lower respiratory tract, part unspecified",4311499,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of scapula and long bones of unspecified upper limb,81237,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of scapula and long bones of right upper limb,81237,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of scapula and long bones of left upper limb,81237,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of short bones of unspecified upper limb,435493,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of short bones of right upper limb,435493,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of short bones of left upper limb,435493,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of long bones of unspecified lower limb,436640,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of long bones of right lower limb,436640,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of long bones of left lower limb,436640,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of short bones of unspecified lower limb,434880,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of short bones of right lower limb,434880,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of short bones of left lower limb,434880,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,4033318,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,4033318,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,4033318,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,45571499,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified bones and articular cartilage of right limb,45605269,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified bones and articular cartilage of left limb,45590886,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of ribs, sternum and clavicle",4095575,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of unspecified bones and articular cartilage of limb,1567500,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of unspecified eyelid, including canthus",434590,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of right upper eyelid, including canthus",4338760,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of right lower eyelid, including canthus",4338760,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of left upper eyelid, including canthus",4338760,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of left lower eyelid, including canthus",4338760,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of unspecified ear and external auricular canal,444462,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of right ear and external auricular canal,444462,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of left ear and external auricular canal,444462,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of unspecified part of face,133713,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of nose,4244488,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of other parts of face,133713,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of scalp and neck,4095593,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of anal skin,141232,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of other part of trunk,4153890,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of unspecified upper limb, including shoulder",4149851,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of right upper limb, including shoulder",4149851,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of left upper limb, including shoulder",4149851,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of unspecified lower limb, including hip",45590890,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of right lower limb, including hip",45542599,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of left lower limb, including hip",45547490,
Primary Malignant Neoplasm Disorder Value Set,Malignant melanoma of overlapping sites of skin,133419,
Primary Malignant Neoplasm Disorder Value Set,"Malignant melanoma of skin, unspecified",141232,
Primary Malignant Neoplasm Disorder Value Set,"Sebaceous cell carcinoma of skin of unspecified eyelid, including canthus",4335884,
Primary Malignant Neoplasm Disorder Value Set,"Sebaceous cell carcinoma of skin of right upper eyelid, including canthus",4335884,
Primary Malignant Neoplasm Disorder Value Set,"Sebaceous cell carcinoma of skin of right lower eyelid, including canthus",4335884,
Primary Malignant Neoplasm Disorder Value Set,"Sebaceous cell carcinoma of skin of left upper eyelid, including canthus",4335884,
Primary Malignant Neoplasm Disorder Value Set,"Sebaceous cell carcinoma of skin of left lower eyelid, including canthus",4335884,
Primary Malignant Neoplasm Disorder Value Set,"Unspecified malignant neoplasm of skin, unspecified",139750,
Primary Malignant Neoplasm Disorder Value Set,"Other specified malignant neoplasm of skin, unspecified",139750,
Primary Malignant Neoplasm Disorder Value Set,Mesothelioma of pleura,4111917,
Primary Malignant Neoplasm Disorder Value Set,Mesothelioma of pericardium,4032870,
Primary Malignant Neoplasm Disorder Value Set,Mesothelioma of other sites,4033891,
Primary Malignant Neoplasm Disorder Value Set,"Mesothelioma, unspecified",4033891,
Primary Malignant Neoplasm Disorder Value Set,Kaposi’s sarcoma of gastrointestinal sites,198085,
Primary Malignant Neoplasm Disorder Value Set,Kaposi's sarcoma of unspecified lung,254583,
Primary Malignant Neoplasm Disorder Value Set,Kaposi's sarcoma of right lung,601153,
Primary Malignant Neoplasm Disorder Value Set,Kaposi's sarcoma of left lung,601151,
Primary Malignant Neoplasm Disorder Value Set,Kaposi's sarcoma of other sites,434584,
Primary Malignant Neoplasm Disorder Value Set,"Kaposi's sarcoma, unspecified",434584,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",4003175,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",4003175,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",4003175,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",4097283,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",4097283,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",4097283,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of peripheral nerves of thorax,4002352,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of peripheral nerves of abdomen,4001321,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of peripheral nerves of pelvis,4002353,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves of trunk, unspecified",3580606,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,4002343,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",4094260,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of retroperitoneum,4180794,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of specified parts of peritoneum,443400,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of peritoneum, unspecified",197799,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,198092,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of head, face and neck",4118989,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",4157319,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",4157319,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",4157319,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",37166992,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",37166992,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",37166992,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of connective and soft tissue of thorax,4092358,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of connective and soft tissue of abdomen,4095018,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of connective and soft tissue of pelvis,201231,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",3533713,
Primary Malignant Neoplasm Disorder Value Set,Malignant neoplasm of overlapping sites of connective and soft tissue,35206235,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of connective and soft tissue, unspecified",40385437,
Primary Malignant Neoplasm Disorder Value Set,"Gastrointestinal stromal tumor, unspecified site",37200003,
Primary Malignant Neoplasm Disorder Value Set,Gastrointestinal stromal tumor of rectum,37200008,
Primary Malignant Neoplasm Disorder Value Set,Gastrointestinal stromal tumor of other site,37200009,
Primary Malignant Neoplasm Disorder Value Set,Merkel cell carcinoma of lip,45590905,
Primary Malignant Neoplasm Disorder Value Set,"Merkel cell carcinoma of unspecified eyelid, including canthus",45590906,
Primary Malignant Neoplasm Disorder Value Set,"Merkel cell carcinoma of right upper eyelid, including canthus",1595487,
Primary Malignant Neoplasm Disorder Value Set,"Merkel cell carcinoma of right lower eyelid, including canthus",1595488,
Primary Malignant Neoplasm Disorder Value Set,"Merkel cell carcinoma of left upper eyelid, including canthus",1595489,
Primary Malignant Neoplasm Disorder Value Set,"Merkel cell carcinoma of left lower eyelid, including canthus",1595490,
